,0,1
0,/data,"{""sample_key"":""2406402_50"",""timestamp0"":2406402,""timestamp"":50,""stroke_id"":75,""xyp"":[0.11325555098684174,0.15488433837890625,0.017073863636363748],""rel_xyp"":[-0.0008823327850882579,0.00962066650390625,0.0018465909090907475],""rel_xyp_lp"":[-0.000005071890901070225,0.00005647607013505122,0.00009411214630445791],""xyp_sg"":[-0.000002525225,0.000028077542083,0.000030515226172],""s"":0.002819086963403685,""da"":0,""segment_id"":0}"
1,/data,"{""sample_key"":""2406416_60"",""timestamp0"":2406416,""timestamp"":60,""stroke_id"":75,""xyp"":[0.11264366972117763,0.1595371791294643,0.017751623376623785],""rel_xyp"":[-0.0014942140507523682,0.014273507254464302,0.002524350649350785],""rel_xyp_lp"":[-0.000019899706115493127,0.00022121746697125217,0.00021143659997222347],""xyp_sg"":[-0.000007961793017,0.00008774795424,0.000061210281274],""s"":0.008810841969613736,""da"":0,""segment_id"":0}"
2,/data,"{""sample_key"":""2406416_70"",""timestamp0"":2406416,""timestamp"":70,""stroke_id"":75,""xyp"":[0.11192164982769406,0.16463797433035715,0.018563311688311643],""rel_xyp"":[-0.0022162339442359374,0.01937430245535715,0.0033360389610386423],""rel_xyp_lp"":[-0.00005937723034620738,0.0006529434438671725,0.0004031932243531113],""xyp_sg"":[-0.000020456545826,0.000221481022891,0.000107041356387],""s"":0.02224237257308107,""da"":0,""segment_id"":0}"
3,/data,"{""sample_key"":""2406437_80"",""timestamp0"":2406437,""timestamp"":80,""stroke_id"":75,""xyp"":[0.11133954678362566,0.16911824544270831,0.019886363636363667],""rel_xyp"":[-0.0027983369883043396,0.023854573567708315,0.004659090909090667],""rel_xyp_lp"":[-0.00014504601069005178,0.0015618425680718937,0.0006786761978538687],""xyp_sg"":[-0.000044769491069,0.000472154526506,0.000167692109244],""s"":0.04742722891237504,""da"":0,""segment_id"":0}"
4,/data,"{""sample_key"":""2406437_90"",""timestamp0"":2406437,""timestamp"":90,""stroke_id"":75,""xyp"":[0.11081740810359232,0.17333257765997023,0.021428571428571762],""rel_xyp"":[-0.00332047566833768,0.028068905784970233,0.006201298701298761],""rel_xyp_lp"":[-0.0003036977913196331,0.0031739008605951658,0.001041223045589134],""xyp_sg"":[-0.000085874293291,0.000876275240444,0.000241049638134],""s"":0.08804729929210883,""da"":0,""segment_id"":0}"
5,/data,"{""sample_key"":""2406449_100"",""timestamp0"":2406449,""timestamp"":100,""stroke_id"":75,""xyp"":[0.10978618421052651,0.183197021484375,0.023267045454545502],""rel_xyp"":[-0.004351699561403494,0.037933349609375,0.008039772727272501],""rel_xyp_lp"":[-0.0005615575060252446,0.005662977185989,0.0014964118568368252],""xyp_sg"":[-0.000147222468513,0.001447288552299,0.000325355940731],""s"":0.14547572336478676,""da"":0.002736055015404082,""segment_id"":0}"
6,/data,"{""sample_key"":""2406470_110"",""timestamp0"":2406470,""timestamp"":110,""stroke_id"":75,""xyp"":[0.10869295634920659,0.19374157133556547,0.024423701298700952],""rel_xyp"":[-0.005444927422723414,0.048477899460565466,0.009196428571427951],""rel_xyp_lp"":[-0.0009366028169323236,0.009096343231212261,0.002061440903377181],""xyp_sg"":[-0.000228994715144,0.002165300538763,0.000421546195867],""s"":0.21773757146462389,""da"":0.003336469326614022,""segment_id"":0}"
7,/data,"{""sample_key"":""2406470_120"",""timestamp0"":2406470,""timestamp"":120,""stroke_id"":75,""xyp"":[0.108015807748538,0.19965616861979166,0.024261363636363335],""rel_xyp"":[-0.006122076023392001,0.05439249674479166,0.009034090909090334],""rel_xyp_lp"":[-0.001433529587801638,0.01343471083462565,0.0027677908835077956],""xyp_sg"":[-0.000327344314428,0.002981454366818,0.000533452373929],""s"":0.2999370674259262,""da"":0.0037314726363306683,""segment_id"":0}"
8,/data,"{""sample_key"":""2406483_130"",""timestamp0"":2406483,""timestamp"":130,""stroke_id"":75,""xyp"":[0.10694479588394046,0.20876136192908654,0.02463286713286692],""rel_xyp"":[-0.007193087887989544,0.06349769005408654,0.009405594405593921],""rel_xyp_lp"":[-0.0020446334738888623,0.018590456878602186,0.003649266355766456],""xyp_sg"":[-0.000435145047959,0.00383590371348,0.000664225895889],""s"":0.3860506250720609,""da"":0.003852094587603605,""segment_id"":0}"
9,/data,"{""sample_key"":""2406483_140"",""timestamp0"":2406483,""timestamp"":140,""stroke_id"":75,""xyp"":[0.104954769736842,0.225311279296875,0.02625],""rel_xyp"":[-0.009183114035088008,0.080047607421875,0.011022727272726998],""rel_xyp_lp"":[-0.0027551185847869385,0.024495327384195235,0.004715629269521871],""xyp_sg"":[-0.00054406770505,0.004679841920733,0.000810200581327],""s"":0.4711361806391896,""da"":0.0036320025405854883,""segment_id"":0}"
10,/data,"{""sample_key"":""2406504_150"",""timestamp0"":2406504,""timestamp"":150,""stroke_id"":75,""xyp"":[0.10389417554302438,0.2323884509858631,0.02627705627705619],""rel_xyp"":[-0.01024370822890562,0.08712477911086311,0.01104978354978319],""rel_xyp_lp"":[-0.0035499454840071656,0.03113282162746966,0.0059276748439144175],""xyp_sg"":[-0.00064737140201,0.005491130053997,0.000956341158599],""s"":0.5529158977823796,""da"":0.0030357509212912692,""segment_id"":0}"
11,/data,"{""sample_key"":""2406504_160"",""timestamp0"":2406504,""timestamp"":160,""stroke_id"":75,""xyp"":[0.10283358134920677,0.23946562267485122,0.026304112554112382],""rel_xyp"":[-0.011304302422723234,0.09420195079985122,0.011076839826839381],""rel_xyp_lp"":[-0.0044209324978785524,0.038535669578869995,0.007195493829697856],""xyp_sg"":[-0.00074223842239,0.006275641731918,0.001077268039808],""s"":0.631938264572282,""da"":0.002113621028198953,""segment_id"":0}"
12,/data,"{""sample_key"":""2406529_170"",""timestamp0"":2406529,""timestamp"":170,""stroke_id"":75,""xyp"":[0.10170367324561448,0.24986328125,0.027493181818181802],""rel_xyp"":[-0.01243421052631552,0.10459960937500001,0.012265909090908802],""rel_xyp_lp"":[-0.005370789004175582,0.0467542373981962,0.008404671336629772],""xyp_sg"":[-0.000830149860121,0.007051276043057,0.001144651439972],""s"":0.7099974832747543,""da"":0.0010455545907379071,""segment_id"":0}"
13,/data,"{""sample_key"":""2406529_180"",""timestamp0"":2406529,""timestamp"":180,""stroke_id"":75,""xyp"":[0.10056606359649169,0.2606298828125,0.0288113636363638],""rel_xyp"":[-0.013571820175438315,0.11536621093749999,0.013584090909090801],""rel_xyp_lp"":[-0.006408886036735338,0.05579065424626263,0.009454313264948923],""xyp_sg"":[-0.000914782111067,0.007822923362255,0.001138402381912],""s"":0.787622728483906,""da"":0.00011772350201666448,""segment_id"":0}"
