,0,1
0,/data,"{""sample_key"":""135448_50"",""timestamp0"":135448,""timestamp"":50,""stroke_id"":1,""xyp"":[0.20638143209586457,0.7534899030412947,0.017938311688311642],""rel_xyp"":[0.005774935385338575,0.005626133510044706,0.0043587662337666415],""rel_xyp_lp"":[0.00006259678259611433,0.00007990972387854369,0.00007336420588834263],""xyp_sg"":[0.00002631078678,0.000032451378502,0.000029692735552]}"
1,/data,"{""sample_key"":""135461_60"",""timestamp0"":135461,""timestamp"":60,""stroke_id"":1,""xyp"":[0.20913461538461536,0.7549861027644231,0.018365384615384384],""rel_xyp"":[0.008528118674089369,0.007122333233173128,0.0047858391608393835],""rel_xyp_lp"":[0.00019895420488358565,0.00024313697733437882,0.00022239834730751872],""xyp_sg"":[0.00007111432933,0.000083735772932,0.000075384123193]}"
2,/data,"{""sample_key"":""135478_70"",""timestamp0"":135478,""timestamp"":70,""stroke_id"":1,""xyp"":[0.21209445949432398,0.7561896829044117,0.01842914438502653],""rel_xyp"":[0.01148796278379799,0.008325913373161686,0.004849598930481529],""rel_xyp_lp"":[0.0005111318763923829,0.0005940452258521358,0.0005317866932160068],""xyp_sg"":[0.000162053605891,0.000180861330591,0.000158133378136]}"
3,/data,"{""sample_key"":""135478_80"",""timestamp0"":135478,""timestamp"":80,""stroke_id"":1,""xyp"":[0.214986858230134,0.7570154526654411,0.018195187165775353],""rel_xyp"":[0.014380361519608004,0.009151683134191124,0.004615641711230353],""rel_xyp_lp"":[0.0011121092552768541,0.0012199111462160037,0.0010549422515209622],""xyp_sg"":[0.00032109420863,0.000336752855219,0.000282667810097]}"
4,/data,"{""sample_key"":""135494_90"",""timestamp0"":135494,""timestamp"":90,""stroke_id"":1,""xyp"":[0.2192875376918857,0.7578372955322266,0.018274147727272688],""rel_xyp"":[0.018681040981359698,0.009973526000976562,0.004694602272727687],""rel_xyp_lp"":[0.002118181907492884,0.002174687277477749,0.0017964106808217185],""xyp_sg"":[0.000565813505091,0.000551747914869,0.000439274823293]}"
5,/data,"{""sample_key"":""135511_100"",""timestamp0"":135511,""timestamp"":100,""stroke_id"":1,""xyp"":[0.22424253418472617,0.7586185230928308,0.018469251336898293],""rel_xyp"":[0.023636037474200178,0.010754753561580843,0.004889705882353292],""rel_xyp_lp"":[0.003620978888926282,0.0034472032928576754,0.0026912488594667146],""xyp_sg"":[0.000902494706679,0.000807192409411,0.000600946892519]}"
6,/data,"{""sample_key"":""135511_110"",""timestamp0"":135511,""timestamp"":110,""stroke_id"":1,""xyp"":[0.22965444401444793,0.7590493594898897,0.018502673796791234],""rel_xyp"":[0.029047947303921934,0.011185589958639719,0.004923128342246234],""rel_xyp_lp"":[0.005668848004042047,0.004950780727632845,0.0036147598949802144],""xyp_sg"":[0.001322632655501,0.001065540825948,0.000728585175239]}"
7,/data,"{""sample_key"":""135527_120"",""timestamp0"":135527,""timestamp"":120,""stroke_id"":1,""xyp"":[0.23539867735745626,0.7592391967773438,0.019019886363636253],""rel_xyp"":[0.034792180646930265,0.01137542724609375,0.005440340909091252],""rel_xyp_lp"":[0.008268758248528334,0.00654126363092433,0.004421775783448992],""xyp_sg"":[0.001805280335248,0.001278703799471,0.000783981871791]}"
8,/data,"{""sample_key"":""135527_130"",""timestamp0"":135527,""timestamp"":130,""stroke_id"":1,""xyp"":[0.24164139597039438,0.7590675354003906,0.020262784090909376],""rel_xyp"":[0.04103489925986839,0.011203765869140625,0.0066832386363643755],""rel_xyp_lp"":[0.011405760185469488,0.0080556804907958,0.00499827884563051],""xyp_sg"":[0.00232433131896,0.001402037451044,0.000745673431084]}"
9,/data,"{""sample_key"":""135545_140"",""timestamp0"":135545,""timestamp"":140,""stroke_id"":1,""xyp"":[0.24751195480019492,0.7579752604166666,0.02086489898989911],""rel_xyp"":[0.04690545808966892,0.01011149088541663,0.00728535353535411],""rel_xyp_lp"":[0.015064889978978604,0.009353577888542521,0.005303140040554077],""xyp_sg"":[0.002856861101463,0.001407967414707,0.00062037416501]}"
