,logtype,sample_key,timestamp0,timestamp,stroke_id,segment_id,x,y,p,x_,y_,p_,x0,y0,p0,x1,y1,s,angle,dangle,input,audio,condition
0,data,251339_0,251339,0,1,0,0.484460663377193,0.633331298828125,0.014943181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
1,data,251356_10,251356,10,1,0,0.484460663377193,0.633331298828125,0.015845588235294354,0.0,0.0,0.0009024064171123548,0.0,0.0,3.073033630830218e-07,0.0,0.0,0.0,0.0,0.0,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
2,data,251369_20,251369,20,1,0,0.484460663377193,0.633331298828125,0.018037587412587538,0.0,0.0,0.0030944055944055384,0.0,0.0,3.997554147644598e-06,0.0,0.0,0.0,0.0,0.0,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
3,data,251369_30,251369,30,1,0,0.484460663377193,0.633331298828125,0.023238636363635996,0.0,0.0,0.008295454545453997,0.0,0.0,2.6327091745131488e-05,0.0,0.0,0.0,0.0,0.0,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
4,data,251386_40,251386,40,1,0,0.4844405072884418,0.6333851533777574,0.025778743315507766,-2.015608875122199e-05,5.385454963235947e-05,0.010835561497325766,-6.8639071513597075e-09,1.8339501920103314e-08,0.00011573306465101083,0.0,0.0,0.0,0.0,0.0,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
5,data,251403_50,251403,50,1,0,0.4843810468266256,0.6335359461167279,0.028298796791443762,-7.961655056742956e-05,0.00020464728860292158,0.013355614973261763,-9.286478426615533e-08,2.453721701738768e-07,0.0003791009951778453,-1.9259347568367037e-08,5.09083842267857e-08,5.442964314912608e-06,1.9324691328574681,0.3864938265714936,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
6,data,251403_60,251403,60,1,0,0.4842298761609909,0.6339129279641544,0.030772058823529645,-0.00023078721620212184,0.0005816291360294379,0.015828877005347644,-6.377878179554929e-07,1.6658163404244677e-06,0.00098507843806601,-1.368440420177141e-07,3.5770048510228123e-07,3.8298293549210945e-05,1.9361836428375125,0.5804836418532493,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
7,data,251420_70,251420,70,1,0,0.4840907991486069,0.6342575970818015,0.03310494652406447,-0.000369864228586092,0.0009262982536765163,0.018161764705882467,-2.9329789123148204e-06,7.581245581165646e-06,0.0021212298053346033,-6.496881735433773e-07,1.6809968000835656e-06,0.0001802177839374715,1.9396020305677186,0.581538770397295,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
8,data,251420_80,251420,80,1,0,0.4839597845717234,0.6345807243795956,0.035344251336898586,-0.0005008788054696178,0.0012494255514705621,0.020401069518716584,-1.0083495388609647e-05,2.5840266080186963e-05,0.0039156780645506345,-2.2993377090965237e-06,5.897972656752549e-06,0.0006330326639303375,1.9425241204854633,0.38921811386811767,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
9,data,251437_90,251437,90,1,0,0.4838287699948398,0.6348715389476103,0.038124999999999944,-0.0006318933823531991,0.001540240119485281,0.023181818181817943,-2.7580871262797884e-05,7.018321965840346e-05,0.006367730864897066,-6.442172052771761e-06,1.6405014471622166e-05,0.0017624587387273674,1.9449897294732832,0.0031381670879580548,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
10,data,251454_100,251454,100,1,0,0.4836997710268315,0.6351479923023897,0.04105949197860936,-0.0007608923503615306,0.001816693474264719,0.026116310160427356,-6.265608675040802e-05,0.0001584607962262462,0.009330069103431763,-1.4868449021538813e-05,3.761919338488813e-05,0.004045088982007329,1.9471888315272035,0.0027398076284945727,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
11,data,251454_110,251454,110,1,0,0.4835788344943238,0.6353813620174633,0.044368315508021124,-0.0008818288828691956,0.0020500631893383137,0.029425133689839122,-0.0001221762685722591,0.00030711873720780576,0.01255423441314329,-2.910591706816869e-05,7.316955133993396e-05,0.007874603260905494,1.9493937355141844,0.0024248120934672324,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
12,data,251471_120,251471,120,1,0,0.48345285893962825,0.6355967802159926,0.047610294117647,-0.0010078044375647632,0.0022654813878676405,0.032667112299465,-0.00020995966713110395,0.0005241709870305078,0.015777834618698448,-4.943477407944498e-05,0.0001233596959450044,0.013289624325739872,1.9519377447759536,0.0023231254621882136,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
13,data,251471_130,251471,130,1,0,0.4833218443627447,0.635794246897978,0.050785427807487,-0.001138819014448289,0.0024629480698530326,0.035842245989305,-0.00032490667106738235,0.0008042866709421781,0.01881339241659504,-7.419551799898648e-05,0.0001833917093371811,0.01978319841298445,1.9552395803281453,0.002524861495847408,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
14,data,251488_140,251488,140,1,0,0.48319082978586164,0.6359486299402572,0.05353275401069547,-0.0012698335913313707,0.0026173311121322484,0.038589572192513466,-0.0004609270351018195,0.0011285736223894751,0.021600818475796132,-9.992722991979461e-05,0.000243739358606083,0.02634280285261009,1.9598728100064116,0.0031213801772377314,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
15,data,251501_150,251501,150,1,0,0.4830531481950071,0.6360943134014423,0.056381118881119,-0.0014075151821859033,0.0027630145733172906,0.041437937062937,-0.0006087211112356584,0.0014692239605630444,0.024204633014506045,-0.0001224057053297514,0.00029286130820694445,0.03174128266815266,1.9666930011221204,0.004253359644633026,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
16,data,251501_160,251501,160,1,0,0.48285546347840785,0.6362586388221154,0.061101398601398994,-0.001605199898785159,0.0029273399939904188,0.04615821678321699,-0.0007586433073303113,0.0017969950702723017,0.02676363706813767,-0.00013811817205666908,0.00032105854561044543,0.03495071088858853,1.9770599720481004,0.006169787533826909,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
17,data,251518_170,251518,170,1,0,0.4827272397445821,0.6363489487591911,0.06565508021390394,-0.0017334236326109198,0.0030176499310661242,0.05071189839572194,-0.0009035394158995038,0.0020885923668224455,0.02942350820500095,-0.0001454981761892735,0.0003237032839643361,0.03548993312528223,1.9932177983278698,0.009314359804113825,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
18,data,251531_180,251531,180,1,0,0.4826103344298244,0.6364159217247596,0.07045017482517477,-0.0018503289473686402,0.0030846228966345812,0.055506993006992765,-0.0010405677621156244,0.002331469609498152,0.03228900774130423,-0.00014540997586914552,0.0003025160380476755,0.03356486471867988,2.018859602026575,0.01444983812460765,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
19,data,251531_190,251531,190,1,0,0.4824390076754382,0.6364393967848557,0.07779283216783248,-0.002021655701754832,0.0031080979567307265,0.06284965034965048,-0.0011713327775899653,0.0025247290383139565,0.035415336292279054,-0.0001407147787493927,0.00026454846947276744,0.02996440249010053,2.059641337956525,0.022769630364728455,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
20,data,251548_200,251548,200,1,0,0.4823241179695558,0.6364297305836397,0.08222927807486659,-0.0021365454076371915,0.003098431755514719,0.0672860962566846,-0.0013002798429372683,0.002676215597714612,0.03883112034481568,-0.00013510664329043754,0.00021945777263761317,0.025771208553785722,2.1226354012689272,0.03575743980703089,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
21,data,251565_210,251565,210,1,0,0.48221930630804916,0.6364081887637867,0.08600935828877022,-0.0022413570691438567,0.0030768899356616863,0.07106617647058823,-0.0014321755321862685,0.0027972860010425952,0.04256821341773255,-0.0001316984313395173,0.00017621332566567595,0.021999002922734275,2.2126189481473117,0.054257809888123676,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
22,data,251565_220,251565,220,1,0,0.48207821368679027,0.6363543342141543,0.09042112299465258,-0.0023824496904027437,0.003023035386029327,0.07547794117647058,-0.0015698860406313624,0.0028975279674969363,0.04667026924695789,-0.0001319479311627779,0.00014046736787262063,0.019272088100462624,2.3249309712013004,0.07651203485402375,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
23,data,251579_230,251579,230,1,0,0.48194460761278185,0.6362958635602679,0.0947564935064937,-0.0025160557644111625,0.0029645647321429047,0.07981331168831171,-0.0017132801889396844,0.0029814389193127343,0.05116614992558252,-0.00013535010203935324,0.0001134732131779879,0.01766233852891525,2.4438903645885737,0.09707936231964709,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
24,data,251579_240,251579,240,1,0,0.481822231359649,0.63623046875,0.098977272727273,-0.00263843201754399,0.002899169921875,0.084034090909091,-0.001859512300125075,0.003047953299204821,0.05602549150398879,-0.00013995695711290296,9.276283212505574e-05,0.016790739372691196,2.5562749249125765,0.10985504637285604,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
25,data,251595_250,251595,250,1,0,0.4817365679824559,0.6361732482910156,0.101072443181818,-0.002724095394737114,0.002841949462890625,0.08612926136363601,-0.002004422943446732,0.003092421518115963,0.061133566151739836,-0.0001434121082014639,7.406963658546204e-05,0.01614104824436468,2.6648473023835257,0.1135800662183703,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
26,data,251612_260,251612,260,1,0,0.4816448577786374,0.6361030129825368,0.1032787433155076,-0.0028158055985555985,0.0027717141544117974,0.0883355614973256,-0.002144253530599369,0.003109805384590674,0.06630544498718277,-0.0001439877734443061,5.3553743299070535e-05,0.015362448477632582,2.7855139411769096,0.11421228777461706,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
27,data,251612_270,251612,270,1,0,0.4815440773348809,0.6360132553998162,0.10565173796791405,-0.002916586042312097,0.0026819565716912352,0.09070855614973206,-0.002276731020824703,0.0030976479830899994,0.07132657506752271,-0.0001411642894244331,2.942702129403831e-05,0.01441988425437073,2.9360764569026196,0.12136112008924255,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
28,data,251630_280,251630,280,1,0,0.48145387883771906,0.6359388563368056,0.10810921717171705,-0.00300678453947395,0.0026075575086805802,0.09316603535353506,-0.0024011516429896596,0.0030576724761501714,0.07599587380628142,-0.000135558676310714,2.466481886473663e-06,0.013558111319800129,3.1233997217422256,0.14054787481783926,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
29,data,251630_290,251630,290,1,0,0.48136821546052627,0.6358710394965278,0.11060290404040428,-0.0030924479166667407,0.00253974066840279,0.09565972222222228,-0.0025178368403261328,0.0029955384459865344,0.08016052707933943,-0.00012837259061490927,-2.4589905269936153e-05,0.01307064859231076,3.3308511869304427,0.16698935496591488,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
30,data,251647_300,251647,300,1,0,0.4812780169633645,0.6357996323529411,0.11304812834224612,-0.003182646413828538,0.0024683335248161242,0.09810494652406412,-0.0026275458761930103,0.0029191419658495536,0.08374260141084992,-0.00012076905106887115,-4.8343637458570583e-05,0.013008562940925226,3.5223560996366676,0.18684590469473383,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
31,data,251664_310,251664,310,1,1,0.48119134578173395,0.6357314165900736,0.11533422459893047,-0.0032693175954590648,0.0024001177619485947,0.10039104278074848,-0.002731137179333497,0.0028364307892490277,0.0867544509208506,-0.00011352065502209395,-6.609648979825607e-05,0.013136089631353856,3.668852433665015,0.18645083314192312,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
32,data,251664_320,251664,320,1,1,0.481120799471104,0.6356775620404412,0.11700534759358283,-0.0033398639060890356,0.0023462632123162352,0.10206216577540084,-0.002829462100415374,0.0027536683449797613,0.08929463077317151,-0.00010699212538587934,-7.671159190783257e-05,0.013165099022651356,3.763626253673859,0.161845431059784,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
33,data,251680_330,251680,330,1,1,0.4810587565104162,0.6356220245361328,0.11855113636363619,-0.003401906866776827,0.0022907257080078125,0.1036079545454542,-0.0029233506410534897,0.0026746198997006287,0.09151942497233208,-0.0001012943825677078,-8.07310713441603e-05,0.012953014251574437,3.8144983187234716,0.12085644176232502,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
34,data,251680_340,251680,340,1,1,0.4810052168996705,0.6355648040771484,0.11997159090909057,-0.0034554464775224947,0.0022335052490234375,0.10502840909090858,-0.0030135320873786392,0.002600670818192458,0.09359545194615877,-9.641858840912516e-05,-7.987531848625893e-05,0.012520627258284458,3.8334256658117316,0.07677850174085843,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
35,data,251693_350,251693,350,1,1,0.4809524186066125,0.635516826923077,0.1218050699300697,-0.0035082447705805375,0.002185528094951983,0.10686188811188771,-0.003100419836863974,0.002531573833617615,0.09564952972907027,-9.226353020242199e-05,-7.627114380501286e-05,0.011970733637809415,3.8323833168416166,0.039686117849107694,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
36,data,251711_360,251711,360,1,1,0.48090848866959063,0.635467529296875,0.12320075757575732,-0.0035521747076023846,0.00213623046875,0.10825757575757533,-0.0031838637477265034,0.002466378254154332,0.09773627927490156,-8.858724904327428e-05,-7.176262477338706e-05,0.01140069077180021,3.8224488740436997,0.013553023885782722,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
37,data,251711_370,251711,370,1,1,0.4808704160575051,0.6354166666666666,0.12427398989898955,-0.0035902473196879336,0.0020853678385416297,0.10933080808080756,-0.003263071893724369,0.0024041641098856074,0.09983665829883756,-8.497741656896235e-05,-6.752041436681685e-05,0.01085364808854682,3.8130131788976387,-0.0013947071419697643,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
38,data,251728_380,251728,380,1,1,0.4808386142285863,0.6353777717141544,0.12531751336898378,-0.0036220491486066986,0.002046472886029438,0.11037433155080179,-0.003336809911774964,0.002344412550000354,0.1018841377154312,-8.092077056530433e-05,-6.399262601162168e-05,0.010316601811035407,3.810702264772284,-0.006481694002287264,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
39,data,251741_390,251741,390,1,1,0.48080744981444,0.6353431114783654,0.1263374125874126,-0.0036532135627529994,0.0020118126502404188,0.1113942307692306,-0.0034037976995026386,0.0022870409314073915,0.10380149834127195,-7.597018893257886e-05,-6.11031508574426e-05,0.009749392109849268,3.818952673642621,-0.003860789566940692,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
40,data,251741_400,251741,400,1,1,0.48076791287112003,0.6353196364182693,0.12721153846153876,-0.0036927505060729837,0.0019883375901442735,0.11226835664335677,-0.003463123400150955,0.0022322581473409346,0.10553058061915974,-6.992451106271728e-05,-5.8536339210501034e-05,0.009119177734602453,3.8385710489235003,0.0038183844504584563,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
41,data,251758_410,251758,410,1,1,0.4807519430469553,0.63531494140625,0.12757352941176495,-0.0037087203302377247,0.001983642578125,0.11263034759358295,-0.003514535198291004,0.0021804308711466168,0.10704657223786357,-6.29240097509261e-05,-5.596208801374018e-05,0.00842091817914902,3.868498022620116,0.013883847159616991,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
42,data,251774_420,251774,420,1,1,0.480742872807017,0.6353130340576172,0.12779829545454557,-0.003717790570176016,0.0019817352294921875,0.11285511363636358,-0.0035585378360158595,0.0021320803346787705,0.10835685740540363,-5.5419334727015656e-05,-5.3127449090394085e-05,0.00767712739795128,3.9058796880936373,0.02399001956202007,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
43,data,251774_430,251774,430,1,1,0.480742872807017,0.6352939605712891,0.1279403409090912,-0.003717790570176016,0.0019626617431640625,0.11299715909090921,-0.0035962294613256134,0.002087989507745398,0.10948823464138549,-4.80277959510855e-05,-4.982806599861513e-05,0.006920625221091985,3.9453859028728853,0.03201750976306672,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
44,data,251792_440,251792,440,1,1,0.48073811373050646,0.635284423828125,0.1279640151515154,-0.003722549646686557,0.001953125,0.1130208333333334,-0.0036288666604452815,0.002049251635742505,0.11046887241895784,-4.1318078362326325e-05,-4.5845438659807946e-05,0.006171699802700673,3.9788851831585843,0.03575161487229361,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
45,data,251792_450,251792,450,1,1,0.4807285955774853,0.635284423828125,0.12786931818181818,-0.0037320677997076945,0.001953125,0.11292613636363619,-0.003657328440590775,0.002017058314472038,0.11131347158272457,-3.559153090289637e-05,-4.095738122854233e-05,0.005426107397676514,3.9969733610021607,0.03299561718290378,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
46,data,251809_460,251809,460,1,1,0.480725740131579,0.635284423828125,0.12772393048128328,-0.0037349232456140302,0.001953125,0.11278074866310128,-0.0036818002556774213,0.00199223234434127,0.11201835311935647,-3.076238185882856e-05,-3.5062717394836066e-05,0.004664459549335298,3.9922278359773293,0.022428375389666022,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
47,data,251809_470,251809,470,1,1,0.480725740131579,0.635284423828125,0.127556818181818,-0.0037349232456140302,0.001953125,0.112613636363636,-0.0037018949402715835,0.0019747912069667767,0.1125673536036982,-2.642645531240797e-05,-2.834158929584772e-05,0.0038750525469897893,3.9619446661069904,0.004646017928695345,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
48,data,251826_480,251826,480,1,1,0.480725740131579,0.635284423828125,0.12745655080213916,-0.0037349232456140302,0.001953125,0.11251336898395717,-0.003717117856363099,0.001963842953691786,0.11294395302827961,-2.2106889151644383e-05,-2.1308447160669922e-05,0.0030704469843365707,3.9086021078243447,-0.0175594845563648,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
49,data,251843_490,251843,490,1,1,0.480725740131579,0.635284423828125,0.12745655080213936,-0.0037349232456140302,0.001953125,0.11251336898395736,-0.003727356000258122,0.0019578556714466904,0.11314339793521588,-1.75372720020373e-05,-1.4679467670018027e-05,0.002287012637368989,3.8385168175199773,-0.04005388151173506,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
50,data,251843_500,251843,500,1,1,0.480725740131579,0.635284423828125,0.12769050802139054,-0.0037349232456140302,0.001953125,0.11274732620320854,-0.0037331139087034317,0.0019551079662290917,0.11318030870884173,-1.2808836603855965e-05,-9.118429174444318e-06,0.001572297827237695,3.760251217209592,-0.05873810861224882,"[1, 'sensel']","[1, 1, 0, 0, 0]",c0
